TransactionNo,TransactionDate,TransactionType,Location,CustomerCode,CustomerName,ItemCategory,ItemCode,ItemName,SKU,ProductAttributes,BatchNo,StockType,Cost,SaleQty,SaleBonusQty,SaleTotalQty,MRP,SaleAmount,SR_Qty,SR_BonusQty,SR_TotalQty,SR_Rate,SR_Amount,DiscountAmount,OtherCharge,VATAmount,TAXAmount,LocationAddress,CustomerAddress,CustomerBirthDate,CustomerMarriageStatus,CustomerAgeInYear,PerInvoiceAverageAmount
S-15522,8-Jul-23,Sale,Muhuri,C-000082,M/S Ettehad Fish Feed,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO4-02-23,OUT,250.00 ,27.00,0.00,27.00,940.00,25380.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Boktarmunsi Bazar, Sonagazi, Feni.",1-Mar-83,YES,40 Year,79999.95
S-15522,8-Jul-23,Sale,Muhuri,C-000082,M/S Ettehad Fish Feed,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO5-02-23,OUT,250.00 ,73.00,11.00,84.00,940.00,68620.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Boktarmunsi Bazar, Sonagazi, Feni.",1-Mar-83,YES,40 Year,79999.95
S-15467,6-Jul-23,Sale,Muhuri,C-000076,M/S Sheikh Farid Mothso Prokolpo,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO4-02-23,OUT,250.00 ,200.00,18.00,218.00,940.00,188000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Azompur, Zorargonj, Chattogram.",20-Jan-76,YES,47 Year,117526.3
S-15467,6-Jul-23,Sale,Muhuri,C-000076,M/S Sheikh Farid Mothso Prokolpo,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO8-06-23,OUT,250.00 ,0.00,7.00,7.00,940.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Azompur, Zorargonj, Chattogram.",20-Jan-76,YES,47 Year,117526.3
S-15278,22-Jun-23,Sale,Muhuri,C-000065,M/S Super Poultry Feed,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO5-02-23,OUT,250.00 ,7.00,0.00,7.00,940.00,6580.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Chikdair , Gohira , Raozan , Chittagonj",1-Mar-79,NO,44 Year,20568.01
S-14974,15-Jun-23,Sale,Muhuri,C-000885,M/S Al Zilanee Fish Project,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO4-02-23,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Monohar Ali Talukdar Bari,Asian Nagar.Faqeer Tila.Shabakhuli.Raozan Ctg",1-Jun-74,NO,49 Year,20587.63
S-14440,25-May-23,Sale,Muhuri,C-000126,M/S Younus Enterprise,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO4-02-23,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Suber Bazar, Parshuram, Feni.",1-Dec-75,YES,48 Year,54102.02
S-14315,21-May-23,Sale,Muhuri,C-000379,M/S Fooruk Shah Fish Project,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO4-02-23,OUT,250.00 ,25.00,1.00,26.00,940.00,23500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Mohammodpur, Banijuri , Raozan, Ctg.",4-Jul-91,NO,32 Year,25831.49
S-14274,18-May-23,Sale,Muhuri,C-000189,M/S Shah Jahan Mothso Khamar,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO4-02-23,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Kesharpar, Senbag, Noakhali.",1-Jun-60,NO,63 Year,21036.63
S-14120,9-May-23,Sale,Muhuri,C-000885,M/S Al Zilanee Fish Project,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO4-02-23,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Monohar Ali Talukdar Bari,Asian Nagar.Faqeer Tila.Shabakhuli.Raozan Ctg",1-Jun-74,NO,49 Year,20587.63
S-14072,8-May-23,Sale,Muhuri,C-000083,M/S  M.Rahman Agro Complex,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO4-02-23,OUT,250.00 ,10.00,0.00,10.00,940.00,9400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Azimpara, Deoan nagor, Hathazari,Ctg.",18-Oct-76,NO,47 Year,19157.75
S-14045,7-May-23,Sale,Muhuri,C-000075,M/S Munshirhat Poultry,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P04-02-22,OUT,250.00 ,20.00,0.00,20.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Gudam Quarter, Railgait, Feni.",25-Dec-80,YES,43 Year,30693.48
S-14045,7-May-23,Sale,Muhuri,C-000075,M/S Munshirhat Poultry,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO4-02-23,OUT,250.00 ,0.00,1.00,1.00,940.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Gudam Quarter, Railgait, Feni.",25-Dec-80,YES,43 Year,30693.48
S-13863,30-Apr-23,Sale,Muhuri,C-000073,M/S Nahida Agro,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO4-02-23,OUT,250.00 ,40.00,0.00,40.00,940.00,37600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Muhuri Project, Zorargonj, Chattogram.",19-Apr-94,YES,29 Year,92495.92
S-13863,30-Apr-23,Sale,Muhuri,C-000073,M/S Nahida Agro,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P04-02-22,OUT,250.00 ,0.00,3.00,3.00,940.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Muhuri Project, Zorargonj, Chattogram.",19-Apr-94,YES,29 Year,92495.92
S-13861,30-Apr-23,Sale,Muhuri,C-000109,M/S Ayon Fisheries,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO4-02-23,OUT,250.00 ,50.00,0.00,50.00,940.00,47000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Dakbangla, Boktarmunsi, Sonagazi, Feni.",1-Jan-68,NO,55 Year,134591.3
S-13861,30-Apr-23,Sale,Muhuri,C-000109,M/S Ayon Fisheries,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P04-02-22,OUT,250.00 ,0.00,3.00,3.00,940.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Dakbangla, Boktarmunsi, Sonagazi, Feni.",1-Jan-68,NO,55 Year,134591.3
S-13623,16-Apr-23,Sale,Muhuri,C-000256,M/S Mostofa Brothers,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO4-02-23,OUT,250.00 ,60.00,5.00,65.00,940.00,56400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Azompur Bazar, Zorargonj, Chattogram.",15-Mar-69,NO,54 Year,60116.8
S-13518,11-Apr-23,Sale,Muhuri,C-000379,M/S Fooruk Shah Fish Project,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P04-02-22,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Mohammodpur, Banijuri , Raozan, Ctg.",4-Jul-91,NO,32 Year,25831.49
S-13468,9-Apr-23,Sale,Muhuri,C-000075,M/S Munshirhat Poultry,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P04-02-22,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Gudam Quarter, Railgait, Feni.",25-Dec-80,YES,43 Year,30693.48
S-13467,9-Apr-23,Sale,Muhuri,C-000938,M/S National Poultry,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P04-02-22,OUT,250.00 ,3.00,0.00,3.00,940.00,2820.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Central High School, Sador, Feni.",20-Dec-93,NO,30 Year,9889.45
S-13405,6-Apr-23,Sale,Muhuri,C-000076,M/S Sheikh Farid Mothso Prokolpo,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P04-02-22,OUT,250.00 ,100.00,11.00,111.00,940.00,94000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Azompur, Zorargonj, Chattogram.",20-Jan-76,YES,47 Year,117526.3
S-13387,6-Apr-23,Sale,Muhuri,C-000073,M/S Nahida Agro,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P04-02-22,OUT,250.00 ,40.00,3.00,43.00,940.00,37600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Muhuri Project, Zorargonj, Chattogram.",19-Apr-94,YES,29 Year,92495.92
S-13326,5-Apr-23,Sale,Muhuri,C-000972,M/S Tarek Store,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P04-02-22,OUT,250.00 ,60.00,5.00,65.00,940.00,56400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Jorpukur, Azompur, Zorargonj, Chattogram.",12-Nov-97,NO,26 Year,101704.75
S-13300,5-Apr-23,Sale,Muhuri,C-000142,M/S Hafsa Enterprise,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P04-02-22,OUT,250.00 ,25.00,1.00,26.00,940.00,23500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Amisha Para, Sonaimuri, Noakhali.",6-Oct-84,NO,39 Year,20212.02
S-12801,16-Mar-23,Sale,Muhuri,C-000885,M/S Al Zilanee Fish Project,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P04-02-22,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Monohar Ali Talukdar Bari,Asian Nagar.Faqeer Tila.Shabakhuli.Raozan Ctg",1-Jun-74,NO,49 Year,20587.63
S-12789,15-Mar-23,Sale,Muhuri,C-000109,M/S Ayon Fisheries,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P04-02-22,OUT,250.00 ,50.00,3.00,53.00,940.00,47000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Dakbangla, Boktarmunsi, Sonagazi, Feni.",1-Jan-68,NO,55 Year,134591.3
S-12762,15-Mar-23,Sale,Muhuri,C-000367,M/S S. Alam Fish & Agro,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P04-02-23,OUT,250.00 ,100.00,1.00,101.00,940.00,94000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Azompur Bazar, Zorargonj, Chattogram.",1-May-78,YES,45 Year,97905.52
S-12762,15-Mar-23,Sale,Muhuri,C-000367,M/S S. Alam Fish & Agro,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P04-02-22,OUT,250.00 ,0.00,10.00,10.00,940.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Azompur Bazar, Zorargonj, Chattogram.",1-May-78,YES,45 Year,97905.52
S-12713,14-Mar-23,Sale,Muhuri,C-000073,M/S Nahida Agro,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P04-02-23,OUT,250.00 ,50.00,4.00,54.00,940.00,47000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Muhuri Project, Zorargonj, Chattogram.",19-Apr-94,YES,29 Year,92495.92
S-12711,13-Mar-23,Sale,Muhuri,C-000076,M/S Sheikh Farid Mothso Prokolpo,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO 4.02.2023,OUT,250.00 ,15.00,0.00,15.00,940.00,14100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Azompur, Zorargonj, Chattogram.",20-Jan-76,YES,47 Year,117526.3
S-12711,13-Mar-23,Sale,Muhuri,C-000076,M/S Sheikh Farid Mothso Prokolpo,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P04-02-23,OUT,250.00 ,85.00,10.00,95.00,940.00,79900.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Azompur, Zorargonj, Chattogram.",20-Jan-76,YES,47 Year,117526.3
S-12250,23-Feb-23,Sale,Muhuri,C-000256,M/S Mostofa Brothers,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO 4.02.2023,OUT,250.00 ,60.00,5.00,65.00,940.00,56400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Azompur Bazar, Zorargonj, Chattogram.",15-Mar-69,NO,54 Year,60116.8
S-12108,19-Feb-23,Sale,Muhuri,C-000790,M/S Alif Agro Complex,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO 4.02.2023,OUT,250.00 ,5.00,0.00,5.00,940.00,4700.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni",Medicale Gate Hathazari.Ctg,5-Feb-76,NO,47 Year,10777.31
S-12083,18-Feb-23,Sale,Muhuri,C-000142,M/S Hafsa Enterprise,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO 4.02.2023,OUT,250.00 ,25.00,1.00,26.00,940.00,23500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Amisha Para, Sonaimuri, Noakhali.",6-Oct-84,NO,39 Year,20212.02
S-11934,8-Feb-23,Sale,Muhuri,C-000412,M/S Chowdhury Poultry,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO 4.02.2023,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Korerhat, Baroierhat, Chattogram.",1-Jan-85,NO,38 Year,13320.91
S-11885,7-Feb-23,Sale,Muhuri,C-000082,M/S Ettehad Fish Feed,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO 4.02.2023,OUT,250.00 ,100.00,10.00,110.00,940.00,94000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Boktarmunsi Bazar, Sonagazi, Feni.",1-Mar-83,YES,40 Year,79999.95
S-11876,6-Feb-23,Sale,Muhuri,C-000076,M/S Sheikh Farid Mothso Prokolpo,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO 4.02.2023,OUT,250.00 ,37.00,0.00,37.00,940.00,34780.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Azompur, Zorargonj, Chattogram.",20-Jan-76,YES,47 Year,117526.3
S-11876,6-Feb-23,Sale,Muhuri,C-000076,M/S Sheikh Farid Mothso Prokolpo,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO4-12-22,OUT,250.00 ,3.00,3.00,6.00,940.00,2820.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Azompur, Zorargonj, Chattogram.",20-Jan-76,YES,47 Year,117526.3
S-11875,6-Feb-23,Sale,Muhuri,C-000189,M/S Shah Jahan Mothso Khamar,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO 4.02.2023,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Kesharpar, Senbag, Noakhali.",1-Jun-60,NO,63 Year,21036.63
S-11749,31-Jan-23,Sale,Muhuri,C-000379,M/S Fooruk Shah Fish Project,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO4-12-22,OUT,250.00 ,10.00,0.00,10.00,940.00,9400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Mohammodpur, Banijuri , Raozan, Ctg.",4-Jul-91,NO,32 Year,25831.49
S-11747,31-Jan-23,Sale,Muhuri,C-000076,M/S Sheikh Farid Mothso Prokolpo,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO4-12-22,OUT,250.00 ,100.00,10.00,110.00,940.00,94000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Azompur, Zorargonj, Chattogram.",20-Jan-76,YES,47 Year,117526.3
S-11695,29-Jan-23,Sale,Muhuri,C-000885,M/S Al Zilanee Fish Project,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO4-12-22,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Monohar Ali Talukdar Bari,Asian Nagar.Faqeer Tila.Shabakhuli.Raozan Ctg",1-Jun-74,NO,49 Year,20587.63
S-11676,26-Jan-23,Sale,Muhuri,C-000066,M/S Rajlok Poultry Feed & Chicks House,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO4-12-22,OUT,250.00 ,10.00,0.00,10.00,940.00,9400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Munshirghata, Rangamati Road, Roazan, Ctg.",12-Nov-78,NO,45 Year,22901.1
S-11655,25-Jan-23,Sale,Muhuri,C-000972,M/S Tarek Store,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO4-12-22,OUT,250.00 ,60.00,5.00,65.00,940.00,56400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Jorpukur, Azompur, Zorargonj, Chattogram.",12-Nov-97,NO,26 Year,101704.75
S-11647,25-Jan-23,Sale,Muhuri,C-000109,M/S Ayon Fisheries,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO4-12-22,OUT,250.00 ,100.00,10.00,110.00,940.00,94000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Dakbangla, Boktarmunsi, Sonagazi, Feni.",1-Jan-68,NO,55 Year,134591.3
S-11607,23-Jan-23,Sale,Muhuri,C-000938,M/S National Poultry,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO4-12-22,OUT,250.00 ,3.00,0.00,3.00,940.00,2820.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Central High School, Sador, Feni.",20-Dec-93,NO,30 Year,9889.45
S-11516,18-Jan-23,Sale,Muhuri,C-000533,M/S Agro Valley,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO4-12-22,OUT,250.00 ,5.00,0.00,5.00,940.00,4700.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Chowrasta, Chowmuhoni, Begomgonj, Noakhali.",26-Jun-96,NO,27 Year,7183.65
S-11372,9-Jan-23,Sale,Muhuri,C-000121,M/S Mohiuddin Mothso Khamar,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO4-12-22,OUT,250.00 ,60.00,5.00,65.00,940.00,56400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Azompur Bazar, Zorargonj, Chattogram.",2-Mar-73,NO,50 Year,104291.36
S-11370,9-Jan-23,Sale,Muhuri,C-000598,M/S Jikra Enterprise,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO4-12-22,OUT,250.00 ,60.00,5.00,65.00,940.00,56400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Joksin Bazar, Laxmipur.",1-Jan-87,NO,36 Year,30851.52
S-11314,8-Jan-23,Sale,Muhuri,C-000367,M/S S. Alam Fish & Agro,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO4-12-22,OUT,250.00 ,100.00,10.00,110.00,940.00,94000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Azompur Bazar, Zorargonj, Chattogram.",1-May-78,YES,45 Year,97905.52
S-11250,4-Jan-23,Sale,Muhuri,C-000065,M/S Super Poultry Feed,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO4-12-22,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Chikdair , Gohira , Raozan , Chittagonj",1-Mar-79,NO,44 Year,20568.01
S-11179,31-Dec-22,Sale,Muhuri,C-000076,M/S Sheikh Farid Mothso Prokolpo,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO4-12-22,OUT,250.00 ,100.00,11.00,111.00,940.00,94000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Azompur, Zorargonj, Chattogram.",20-Jan-76,YES,47 Year,117526.3
S-11165,31-Dec-22,Sale,Muhuri,C-000256,M/S Mostofa Brothers,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO4-12-22,OUT,250.00 ,60.00,5.00,65.00,940.00,56400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Azompur Bazar, Zorargonj, Chattogram.",15-Mar-69,NO,54 Year,60116.8
S-11162,31-Dec-22,Sale,Muhuri,C-000189,M/S Shah Jahan Mothso Khamar,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P 03-12-22,OUT,250.00 ,0.00,1.00,1.00,940.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Kesharpar, Senbag, Noakhali.",1-Jun-60,NO,63 Year,21036.63
S-11162,31-Dec-22,Sale,Muhuri,C-000189,M/S Shah Jahan Mothso Khamar,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO4-12-22,OUT,250.00 ,20.00,0.00,20.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Kesharpar, Senbag, Noakhali.",1-Jun-60,NO,63 Year,21036.63
S-11063,21-Dec-22,Sale,Muhuri,C-000083,M/S  M.Rahman Agro Complex,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P 03-12-22,OUT,250.00 ,23.00,1.00,24.00,940.00,21620.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Azimpara, Deoan nagor, Hathazari,Ctg.",18-Oct-76,NO,47 Year,19157.75
S-11056,26-Dec-22,Sale,Muhuri,C-000189,M/S Shah Jahan Mothso Khamar,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P 03-12-22,OUT,250.00 ,12.00,0.00,12.00,940.00,11280.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Kesharpar, Senbag, Noakhali.",1-Jun-60,NO,63 Year,21036.63
S-11023,26-Dec-22,Sale,Muhuri,C-000330,M/S Ismail Patwary Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P 03-12-22,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Dighir Par, Mega Bazar, Chatkhil, Noakhali.",1-Aug-73,YES,50 Year,17882.65
